mls_id,status,property_type,list_price,address,city,state,zip_code,district,bedrooms,bathrooms,living_area,piccount
344619,CXL,SF,349900.0,187 Paka Pl,KIHEI,HI,96753,Kihei,3,2.0,2000,8
344789,SLD,SF,349900.0,1679 Kahakai ST,KIHEI,HI,96753,Kihei,4,3.0,3737,7
337931,SLD,SF,349900.0,565 Kaiola ST,KIHEI,HI,96753,Kihei,5,3.0,1976,24
344891,SLD,SF,349900.0,81  E WAIPUILANI RD,KIHEI,HI,96753,Kihei,3,2.0,1848,10
327223,EXP,SF,349950.0,1667  S Kihei RD,KIHEI,HI,96753,Kihei,3,2.0,960,15
372250,SLD,SF,350000.0,210 Luakaha Cir,KIHEI,HI,96753,Kihei,2,2.0,987,1
343182,CXL,SF,350000.0,155 Auhana RD,KIHEI,HI,96753,Kihei,2,2.0,1070,22
330175,SLD,SF,350000.0,74 KUPALAIKI Loop,KIHEI,HI,96753,Kihei,3,1.0,1152,9
325962,CXL,SF,350000.0,155 H Auhana ST,KIHEI,HI,96753,Kihei,3,2.0,929,1
389130,SLD,SF,350000.0,364 Hale Kai St,KIHEI,HI,96753,Kihei,4,4.5,2110,1
337837,CXL,SF,350000.0,155 Auhana RD,KIHEI,HI,96753,Kihei,2,2.0,1070,4
325954,CXL,SF,350000.0,155 B Auhana ST,KIHEI,HI,96753,Kihei,3,1.0,1070,3
343176,CXL,SF,350000.0,155 Auhana RD,KIHEI,HI,96753,Kihei,3,1.0,1070,5
333228,CXL,SF,350000.0,58 KUPALAIKI Loop,KIHEI,HI,96753,Kihei,4,1.5,1056,30
337838,CXL,SF,350000.0,155 Auhana RD,KIHEI,HI,96753,Kihei,3,2.0,1070,17
343177,CXL,SF,350000.0,155 Auhana RD,KIHEI,HI,96753,Kihei,2,2.0,1070,3
343184,CXL,SF,350000.0,155 Auhana RD,KIHEI,HI,96753,Kihei,3,2.0,929,1
362351,SLD,SF,354900.0,91 Aliilani Pl,KIHEI,HI,96753,Kihei,3,1.0,864,17
338271,SLD,SF,354900.0,335 Hoalike,KIHEI,HI,96753,Kihei,3,1.5,984,30
349667,SLD,SF,358000.0,482 Lauloa ST,KIHEI,HI,96753,Kihei,5,2.5,1816,15
334546,SLD,SF,359000.0,115 ELEU PL,KIHEI,HI,96753,Kihei,2,1.0,500,7
349447,SLD,SF,359000.0,876 Malulani ST,KIHEI,HI,96753,Kihei,3,2.0,1095,25
329684,CXL,SF,359900.0,1450  S Kihei RD,KIHEI,HI,96753,Kihei,2,1.5,782,15
358034,SLD,SF,360000.0,14 Kuapapa Pl,KIHEI,HI,96753,Kihei,3,1.5,1056,29
337757,CXL,SF,362000.0,175 Ohukai RD,KIHEI,HI,96753,Kihei,3,2.0,1316,8
338154,SLD,SF,362500.0,17 LAUMAEWA Loop,KIHEI,HI,96753,Kihei,5,3.0,1844,23
359211,SLD,SF,364900.0,344 Nehu Pl,KIHEI,HI,96753,Kihei,3,1.5,1996,18
330375,CXL,SF,365000.0,975 Kapuhau PL,KIHEI,HI,96753,Kihei,3,2.0,940,1
348785,SLD,SF,365000.0,16 Hooiki PL,KIHEI,HI,96753,Kihei,3,2.0,1426,28
